Name,Position,Appearances,Clean sheets,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Shots,Shots on target,Shooting accuracy %,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Age,Season,Injury,Date of Injury,Date of return
Kortney Hause,Defender,7,0.0,4.0,50%,0.0,0.0,8.0,53.0,28.0,0.0,33.0,46.0,25.0,0.0,39.0,17.0,0,232,33.14,0.0,0.0,0%,0.0,16.0,2,0,5,1,1.0,0.0,0.0,1.0,0.14,0.0,5.0,1.0,20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2020/21,Ankle injury,3-Jan-21,5-Apr-21
Rob Holding,Defender,30,11.0,43.0,47%,0.0,0.0,24.0,119.0,82.0,1.0,138.0,127.0,112.0,8.0,72.0,60.0,1,"1,802",60.07,0.0,2.0,50%,0.0,92.0,2,0,25,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2020/21,Hamstring injury,16-Oct-20,15-Dec-20
Mason Holgate,Defender,28,9.0,56.0,64%,1.0,0.0,35.0,82.0,38.0,0.0,139.0,132.0,88.0,8.0,39.0,20.0,0,"1,103",39.39,0.0,26.0,19%,1.0,87.0,9,0,29,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2020/21,ankle injury,18-Sep-20,6-Nov-20
Harry Kane,Forward,35,0.0,22.0,0,0.0,28.0,11.0,39.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,908,25.94,0.0,38.0,0,0.0,0.0,1,0,26,23,4.0,16.0,3.0,9.0,0.66,4.0,137.0,53.0,39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Ankle sprain,"Jan 29,2021","Feb 5,2021"
Harry Kane,Forward,35,0.0,22.0,0,0.0,28.0,11.0,39.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,908,25.94,0.0,38.0,0,0.0,0.0,1,0,26,23,4.0,16.0,3.0,9.0,0.66,4.0,137.0,53.0,39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Ankle sprain,"Apr 16,2021","Apr 22,2021"
Alexandre Lacazette,Forward,31,0.0,18.0,0,0.0,5.0,12.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,514,16.58,0.0,3.0,0,0.0,0.0,3,0,37,13,2.0,8.0,3.0,1.0,0.42,3.0,45.0,29.0,64%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,Dead leg,18-Apr-21,6-May-21
Jamaal Lascelles,Defender,19,2.0,14.0,50%,1.0,4.0,12.0,84.0,43.0,2.0,65.0,73.0,44.0,4.0,47.0,24.0,0,621,32.68,0.0,3.0,0%,0.0,42.0,4,0,17,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Hip injury,28-Sep-20,16-Oct-20
Jamaal Lascelles,Defender,19,2.0,14.0,50%,1.0,4.0,12.0,84.0,43.0,2.0,65.0,73.0,44.0,4.0,47.0,24.0,0,621,32.68,0.0,3.0,0%,0.0,42.0,4,0,17,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Muscle fatigue,22-Nov-20,17-Jan-21
Jamaal Lascelles,Defender,19,2.0,14.0,50%,1.0,4.0,12.0,84.0,43.0,2.0,65.0,73.0,44.0,4.0,47.0,24.0,0,621,32.68,0.0,3.0,0%,0.0,42.0,4,0,17,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Hamstring strain,31-Jan-21,14-Feb-21
Jamaal Lascelles,Defender,19,2.0,14.0,50%,1.0,4.0,12.0,84.0,43.0,2.0,65.0,73.0,44.0,4.0,47.0,24.0,0,621,32.68,0.0,3.0,0%,0.0,42.0,4,0,17,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Foot injury,4-Apr-21,1-Jun-21
Giovani Lo Celso,Midfielder,18,0.0,28.0,79%,0.0,3.0,7.0,5.0,1.0,0.0,60.0,70.0,79.0,8.0,14.0,15.0,1,570,31.67,0.0,31.0,13%,1.0,19.0,5,0,19,1,0.0,0.0,1.0,0.0,0.06,0.0,15.0,6.0,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2020/21,Hamstring injury,"Aug 22,2020","Sep 16,2020"
Giovani Lo Celso,Midfielder,18,0.0,28.0,79%,0.0,3.0,7.0,5.0,1.0,0.0,60.0,70.0,79.0,8.0,14.0,15.0,1,570,31.67,0.0,31.0,13%,1.0,19.0,5,0,19,1,0.0,0.0,1.0,0.0,0.06,0.0,15.0,6.0,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2020/21,Muscle Strain,"Oct 2,2020","Oct 21,2020"
Giovani Lo Celso,Midfielder,18,0.0,28.0,79%,0.0,3.0,7.0,5.0,1.0,0.0,60.0,70.0,79.0,8.0,14.0,15.0,1,570,31.67,0.0,31.0,13%,1.0,19.0,5,0,19,1,0.0,0.0,1.0,0.0,0.06,0.0,15.0,6.0,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2020/21,Hamstring injury,"Dec 20,2020","Mar 14,2021"
Harry Maguire,Defender,34,13.0,29.0,59%,0.0,9.0,60.0,122.0,86.0,0.0,199.0,203.0,105.0,8.0,135.0,43.0,1,"2,227",65.5,0.0,3.0,33%,0.0,152.0,11,0,40,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Ankle injury,9-May-21,13-Jun-21
Javier Manquillo,Defender,13,3.0,24.0,58%,0.0,1.0,9.0,14.0,7.0,0.0,44.0,47.0,37.0,1.0,14.0,10.0,0,290,22.31,0.0,28.0,21%,0.0,10.0,1,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Ankle injury,7-Feb-21,10-Mar-21
Pablo Marí,Defender,10,4.0,15.0,60%,0.0,1.0,9.0,29.0,15.0,0.0,36.0,47.0,34.0,3.0,27.0,22.0,0,629,62.9,0.0,0.0,0%,0.0,18.0,2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Ankle injury,15-Jun-20,3-Dec-20
Pablo Marí,Defender,10,4.0,15.0,60%,0.0,1.0,9.0,29.0,15.0,0.0,36.0,47.0,34.0,3.0,27.0,22.0,0,629,62.9,0.0,0.0,0%,0.0,18.0,2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,Calf injury,14-Jan-21,8-Feb-21
Anthony Martial,Forward,22,0.0,2.0,0,0.0,10.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,481,21.86,0.0,8.0,0,0.0,0.0,0,1,15,4,1.0,3.0,0.0,0.0,0.18,0.0,43.0,21.0,49%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2020/21,Torn knee ligaments,29-Mar-21,2-Aug-21
Juan Mata,Midfielder,9,0.0,1.0,0%,0.0,1.0,3.0,3.0,1.0,0.0,25.0,8.0,17.0,2.0,1.0,2.0,2,286,31.78,0.0,13.0,31%,2.0,6.0,0,0,1,1,0.0,0.0,1.0,0.0,0.11,1.0,5.0,4.0,80%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2020/21,Muscle injury,25-Feb-21,3-Apr-21
Dwight McNeil,Midfielder,36,0.0,47.0,0,0.0,7.0,32.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,"1,106",30.72,0.0,242.0,0,0.0,0.0,1,0,11,2,0.0,0.0,2.0,1.0,0.06,0.0,26.0,9.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2020/21,groin injury,22-Dec-20,11-Jan-21
Ben Mee,Defender,30,9.0,32.0,47%,0.0,1.0,43.0,148.0,81.0,1.0,170.0,163.0,99.0,4.0,110.0,66.0,0,"1,122",37.4,0.0,0.0,0%,0.0,110.0,3,0,15,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,head injury,14-Feb-21,21-Feb-21
Yerry Mina,Defender,24,5.0,21.0,67%,1.0,2.0,24.0,108.0,61.0,0.0,93.0,98.0,59.0,1.0,66.0,32.0,0,"1,257",52.38,0.0,0.0,0%,0.0,53.0,2,0,22,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2020/21,calf injury,18-Feb-21,12-Mar-21
Mohamed Elneny,Midfielder,23,0.0,14.0,43%,0.0,2.0,24.0,20.0,7.0,0.0,92.0,35.0,62.0,4.0,8.0,24.0,0,"1,010",43.91,0.0,2.0,0%,0.0,37.0,3,0,10,1,0.0,1.0,0.0,1.0,0.04,0.0,9.0,3.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Virus,16-Nov-20,28-Nov-20
Shkodran Mustafi,Defender,3,0.0,1.0,100%,0.0,0.0,0.0,3.0,3.0,0.0,3.0,4.0,1.0,0.0,3.0,0.0,0,49,16.33,0.0,0.0,0%,0.0,2.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,Muscle injury,19-Jul-20,24-Oct-20
Tanguy Ndombele,Midfielder,33,0.0,41.0,49%,0.0,8.0,19.0,11.0,4.0,0.0,122.0,186.0,127.0,74.0,10.0,18.0,2,"1,172",35.52,0.0,7.0,29%,8.0,21.0,3,0,26,3,0.0,2.0,1.0,0.0,0.09,0.0,18.0,7.0,39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2020/21,Unknown injury,"Dec 5,2020","Dec 8,2020"
Thomas Partey,Midfielder,24,0.0,44.0,48%,0.0,7.0,23.0,15.0,6.0,0.0,140.0,112.0,83.0,28.0,23.0,18.0,2,"1,140",47.5,0.0,6.0,0%,2.0,65.0,5,0,18,0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,4.0,15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Muscle injury,9-Nov-20,3-Dec-20
Thomas Partey,Midfielder,24,0.0,44.0,48%,0.0,7.0,23.0,15.0,6.0,0.0,140.0,112.0,83.0,28.0,23.0,18.0,2,"1,140",47.5,0.0,6.0,0%,2.0,65.0,5,0,18,0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,4.0,15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Hip injury,3-Dec-20,11-Jan-21
Thomas Partey,Midfielder,24,0.0,44.0,48%,0.0,7.0,23.0,15.0,6.0,0.0,140.0,112.0,83.0,28.0,23.0,18.0,2,"1,140",47.5,0.0,6.0,0%,2.0,65.0,5,0,18,0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,4.0,15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Hamstring injury,4-Feb-21,22-Feb-21
Jordan Pickford,Goalkeeper,31,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,998,32.19,0.0,0.0,0,0.0,263.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,90.0,0.0,23.0,13.0,2.0,10.0,151.0,198.0,26.0,2020/21,chest injury,28-Jan-21,18-Feb-21
Erik Pieters,Defender,20,2.0,30.0,70%,0.0,1.0,12.0,27.0,13.0,1.0,74.0,70.0,69.0,6.0,13.0,9.0,1,472,23.6,0.0,19.0,0%,0.0,27.0,1,0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2020/21,calf injury,20-Oct-20,22-Nov-20
Paul Pogba,Midfielder,26,0.0,36.0,72%,0.0,9.0,26.0,37.0,24.0,0.0,148.0,173.0,167.0,44.0,55.0,33.0,3,"1,333",51.27,0.0,22.0,9%,4.0,97.0,3,0,41,3,0.0,2.0,1.0,0.0,0.12,0.0,31.0,11.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Ankle injury,16-Nov-20,3-Dec-20
Paul Pogba,Midfielder,26,0.0,36.0,72%,0.0,9.0,26.0,37.0,24.0,0.0,148.0,173.0,167.0,44.0,55.0,33.0,3,"1,333",51.27,0.0,22.0,9%,4.0,97.0,3,0,41,3,0.0,2.0,1.0,0.0,0.12,0.0,31.0,11.0,35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Hamstring injury,4-Feb-21,18-Mar-21
Nick Pope,Goalkeeper,32,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,839,26.22,0.0,0.0,0,0.0,279.0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,114.0,0.0,11.0,31.0,4.0,28.0,136.0,251.0,28.0,2020/21,head injury,27-Nov-20,4-Dec-20
Nick Pope,Goalkeeper,32,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,839,26.22,0.0,0.0,0,0.0,279.0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,114.0,0.0,11.0,31.0,4.0,28.0,136.0,251.0,28.0,2020/21,knee surgery,12-May-21,30-Jun-21
Richarlison,Forward,34,0.0,50.0,0,0.0,21.0,14.0,35.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,749,22.03,0.0,37.0,0,0.0,0.0,4,1,33,7,2.0,5.0,0.0,1.0,0.21,1.0,81.0,32.0,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2020/21,head injury,5-Dec-20,31-Dec-20
Matt Ritchie,Midfielder,18,0.0,10.0,30%,0.0,6.0,12.0,41.0,23.0,0.0,63.0,49.0,55.0,8.0,12.0,18.0,2,437,24.28,0.0,105.0,31%,0.0,26.0,2,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,Shoulder injury,27-Sep-20,25-Nov-20
Allan Saint-Maximin,Forward,25,0.0,16.0,0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,417,16.68,0.0,21.0,0,0.0,0.0,0,0,10,3,0.0,2.0,1.0,0.0,0.12,0.0,30.0,13.0,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2020/21,Ankle injury,21-Sep-20,1-Oct-20
Allan Saint-Maximin,Forward,25,0.0,16.0,0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,417,16.68,0.0,21.0,0,0.0,0.0,0,0,10,3,0.0,2.0,1.0,0.0,0.12,0.0,30.0,13.0,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2020/21,Calf injury,22-Nov-20,22-Jan-21
Allan Saint-Maximin,Forward,25,0.0,16.0,0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,417,16.68,0.0,21.0,0,0.0,0.0,0,0,10,3,0.0,2.0,1.0,0.0,0.12,0.0,30.0,13.0,43%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2020/21,Groin injury,28-Feb-21,4-Apr-21
Bukayo Saka,Midfielder,32,0.0,25.0,0,0.0,23.0,25.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,978,30.56,0.0,148.0,0,0.0,0.0,1,0,28,5,1.0,2.0,2.0,3.0,0.16,0.0,61.0,20.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2020/21,Hip problems,28-Jan-21,31-Jan-21
Morgan Sanson,Midfielder,9,0.0,7.0,57%,0.0,0.0,4.0,1.0,1.0,0.0,19.0,24.0,18.0,4.0,5.0,3.0,0,138,15.33,0.0,16.0,6%,0.0,6.0,3,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2020/21,Knee problems,9-Apr-21,29-Aug-21
Fabian Schär,Defender,18,2.0,13.0,31%,0.0,3.0,27.0,51.0,25.0,0.0,87.0,51.0,70.0,7.0,16.0,25.0,0,581,32.28,0.0,6.0,0%,0.0,63.0,4,1,22,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,Virus,29-Nov-20,25-Dec-20
Fabian Schär,Defender,18,2.0,13.0,31%,0.0,3.0,27.0,51.0,25.0,0.0,87.0,51.0,70.0,7.0,16.0,25.0,0,581,32.28,0.0,6.0,0%,0.0,63.0,4,1,22,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,Knee injury,7-Feb-21,25-Apr-21
Luke Shaw,Defender,32,10.0,44.0,64%,0.0,2.0,20.0,39.0,16.0,0.0,187.0,146.0,125.0,36.0,38.0,28.0,5,"1,609",50.28,0.0,189.0,30%,0.0,29.0,8,0,42,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2020/21,Ankle injury,14-Jul-20,11-Sep-20
Luke Shaw,Defender,32,10.0,44.0,64%,0.0,2.0,20.0,39.0,16.0,0.0,187.0,146.0,125.0,36.0,38.0,28.0,5,"1,609",50.28,0.0,189.0,30%,0.0,29.0,8,0,42,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2020/21,Hamstring injury,7-Nov-20,7-Dec-20
Jonjo Shelvey,Midfielder,30,0.0,39.0,36%,0.0,14.0,36.0,40.0,18.0,0.0,181.0,96.0,91.0,20.0,28.0,23.0,3,"1,401",46.7,0.0,94.0,23%,1.0,173.0,7,0,31,1,0.0,1.0,0.0,1.0,0.03,0.0,42.0,9.0,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,Groin injury,19-Oct-20,20-Nov-20
Jonjo Shelvey,Midfielder,30,0.0,39.0,36%,0.0,14.0,36.0,40.0,18.0,0.0,181.0,96.0,91.0,20.0,28.0,23.0,3,"1,401",46.7,0.0,94.0,23%,1.0,173.0,7,0,31,1,0.0,1.0,0.0,1.0,0.03,0.0,42.0,9.0,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,Hamstring injury,4-Jan-21,17-Jan-21
Dale Stephens,Midfielder,7,0.0,11.0,55%,0.0,3.0,8.0,1.0,0.0,0.0,21.0,19.0,19.0,1.0,5.0,2.0,0,119,17.0,0.0,0.0,0%,0.0,7.0,1,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,hamstring injury,19-Nov-20,13-Dec-20
Dale Stephens,Midfielder,7,0.0,11.0,55%,0.0,3.0,8.0,1.0,0.0,0.0,21.0,19.0,19.0,1.0,5.0,2.0,0,119,17.0,0.0,0.0,0%,0.0,7.0,1,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2020/21,knock,14-Feb-21,18-Feb-21
James Tarkowski,Defender,36,11.0,66.0,59%,1.0,1.0,44.0,159.0,92.0,4.0,160.0,272.0,128.0,12.0,165.0,73.0,0,"1,259",34.97,0.0,6.0,33%,0.0,130.0,6,0,27,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2020/21,toe injury,16-Sep-20,29-Sep-20
Bertrand Traoré,Forward,36,0.0,26.0,0,0.0,21.0,15.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,700,19.44,0.0,102.0,0,0.0,0.0,1,0,31,7,0.0,2.0,5.0,2.0,0.19,0.0,64.0,23.0,36%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2020/21,Bruised ribs,2-Nov-20,20-Nov-20
Axel Tuanzebe,Defender,9,0.0,13.0,54%,0.0,0.0,3.0,15.0,6.0,0.0,30.0,21.0,15.0,0.0,6.0,5.0,0,263,29.22,0.0,0.0,0%,0.0,17.0,2,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2020/21,Ankle injury,18-Jun-20,19-Oct-20
Matej Vydra,Forward,28,0.0,9.0,0,0.0,8.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,236,8.43,0.0,3.0,0,0.0,0.0,0,0,6,3,0.0,1.0,2.0,0.0,0.11,0.0,35.0,10.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,back injury,18-Dec-20,11-Jan-20
Matej Vydra,Forward,28,0.0,9.0,0,0.0,8.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,236,8.43,0.0,3.0,0,0.0,0.0,0,0,6,3,0.0,1.0,2.0,0.0,0.11,0.0,35.0,10.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,hamstring injury,10-Feb-21,18-Feb-21
Willian,Forward,25,0.0,13.0,0,0.0,7.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,677,27.08,0.0,104.0,0,0.0,0.0,0,0,5,1,0.0,1.0,0.0,2.0,0.04,0.0,20.0,3.0,15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2020/21,Calf injury,23-Nov-20,28-Nov-20
Willian,Forward,25,0.0,13.0,0,0.0,7.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,677,27.08,0.0,104.0,0,0.0,0.0,0,0,5,1,0.0,1.0,0.0,2.0,0.04,0.0,20.0,3.0,15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2020/21,Ill,25-Dec-20,1-Jan-21
Chris Wood,Forward,33,0.0,12.0,0,0.0,14.0,1.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,653,19.79,0.0,7.0,0,0.0,0.0,0,0,38,12,2.0,9.0,0.0,3.0,0.36,2.0,70.0,39.0,56%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2020/21,hamstring strain,1-Feb-21,18-Feb-21
Granit Xhaka,Midfielder,31,0.0,50.0,52%,0.0,8.0,24.0,36.0,19.0,0.0,203.0,134.0,121.0,8.0,39.0,36.0,2,"2,189",70.61,0.0,12.0,25%,3.0,130.0,7,1,39,1,0.0,0.0,1.0,0.0,0.03,0.0,21.0,7.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Ill,1-Apr-21,4-Apr-21
Granit Xhaka,Midfielder,31,0.0,50.0,52%,0.0,8.0,24.0,36.0,19.0,0.0,203.0,134.0,121.0,8.0,39.0,36.0,2,"2,189",70.61,0.0,12.0,25%,3.0,130.0,7,1,39,1,0.0,0.0,1.0,0.0,0.03,0.0,21.0,7.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2020/21,Groin injury,6-May-21,16-May-21
Martin Ødegaard,Midfielder,14,0.0,9.0,33%,0.0,9.0,2.0,5.0,0.0,0.0,40.0,33.0,39.0,13.0,3.0,13.0,2,496,35.43,0.0,36.0,28%,2.0,13.0,0,0,1,1,0.0,0.0,1.0,0.0,0.07,0.0,15.0,3.0,20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2020/21,Ankle injury,5-Apr-21,20-Apr-21
Kristoffer Ajer,Defender,24,5.0,29.0,62%,0.0,5.0,26.0,71.0,32.0,1.0,109.0,107.0,63.0,13.0,49.0,31.0,3,723,30.13,0.0,17.0,18%,2.0,30.0,5,0,12,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,Hamstring injury,9-Jul-22,31-Aug-22
André Gomes,Midfielder,14,0.0,16.0,25%,0.0,7.0,1.0,7.0,2.0,0.0,53.0,44.0,79.0,12.0,8.0,9.0,1,276,19.71,0.0,6.0,83%,0.0,13.0,3,0,24,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,calf injury,21-Sep-21,5-Dec-21
Pierre-Emerick Aubameyang,Forward,14,0.0,11.0,0,0.0,10.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,194,13.86,0.0,11.0,0,0.0,0.0,3,0,15,4,0.0,1.0,3.0,2.0,0.29,0.0,35.0,18.0,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2021/22,Coronavirus,2-Aug-21,16-Aug-21
Leon Bailey,Midfielder,18,0.0,17.0,65%,0.0,7.0,1.0,2.0,1.0,0.0,38.0,51.0,75.0,13.0,10.0,17.0,2,188,10.44,0.0,33.0,12%,1.0,9.0,3,0,12,1,0.0,0.0,1.0,1.0,0.06,0.0,21.0,8.0,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,Thigh problems,5-Dec-21,10-Feb-22
Eric Bailly,Defender,4,0.0,5.0,80%,0.0,0.0,3.0,10.0,5.0,0.0,10.0,11.0,7.0,0.0,6.0,2.0,0,85,21.25,0.0,0.0,0%,0.0,3.0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Ankle injury,3-Feb-22,16-Feb-22
