Name,Position,Appearances,Clean sheets,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Shots,Shots on target,Shooting accuracy %,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Age,Season,Injury,Date of Injury,Date of return
Ashley Barnes,Forward,23,0.0,11.0,0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,190,8.26,0.0,2.0,0,0.0,0.0,4,0,21,1,0.0,1.0,0.0,2.0,0.04,1.0,16.0,6.0,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2021/22,groin injury,18-Nov-21,6-Feb-22
Josh Brownhill,Midfielder,35,0.0,73.0,51%,0.0,10.0,68.0,40.0,17.0,0.0,199.0,155.0,133.0,15.0,47.0,32.0,3,"1,124",32.11,0.0,53.0,36%,1.0,60.0,10,0,39,2,0.0,1.0,1.0,0.0,0.06,0.0,29.0,9.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Coronavirus,13-Dec-21,6-Jan-22
Bruno Fernandes,Midfielder,36,0.0,54.0,52%,0.0,34.0,17.0,41.0,23.0,0.0,180.0,146.0,194.0,26.0,19.0,30.0,6,"1,901",52.81,0.0,148.0,26%,22.0,117.0,10,0,33,10,1.0,7.0,2.0,3.0,0.28,0.0,89.0,29.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,Ill,12-Mar-22,14-Mar-22
Dominic Calvert-Lewin,Forward,17,0.0,11.0,0,0.0,6.0,3.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,277,16.29,0.0,2.0,0,0.0,0.0,2,0,17,5,2.0,2.0,0.0,2.0,0.29,2.0,33.0,13.0,39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,broken toe,28-Aug-21,31-Dec-21
Dominic Calvert-Lewin,Forward,17,0.0,11.0,0,0.0,6.0,3.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,277,16.29,0.0,2.0,0,0.0,0.0,2,0,17,5,2.0,2.0,0.0,2.0,0.29,2.0,33.0,13.0,39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,hamstring injury,12-Apr-22,30-Apr-22
Edinson Cavani,Forward,15,0.0,4.0,0,0.0,4.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,230,15.33,0.0,2.0,0,0.0,0.0,0,0,7,2,0.0,2.0,0.0,1.0,0.13,0.0,18.0,8.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2021/22,Tendon irritation,4-Nov-21,22-Dec-21
Edinson Cavani,Forward,15,0.0,4.0,0,0.0,4.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,230,15.33,0.0,2.0,0,0.0,0.0,0,0,7,2,0.0,2.0,0.0,1.0,0.13,0.0,18.0,8.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2021/22,Groin problems,11-Feb-22,7-Mar-22
Edinson Cavani,Forward,15,0.0,4.0,0,0.0,4.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,230,15.33,0.0,2.0,0,0.0,0.0,0,0,7,2,0.0,2.0,0.0,1.0,0.13,0.0,18.0,8.0,44%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2021/22,Calf injury,1-Apr-22,30-Apr-22
Séamus Coleman,Defender,30,7.0,61.0,59%,1.0,3.0,32.0,74.0,37.0,0.0,188.0,137.0,89.0,34.0,25.0,23.0,0,951,31.7,0.0,41.0,32%,0.0,53.0,4,0,14,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2021/22,hamstring injury,17-Sep-21,15-Oct-21
Maxwel Cornet,Forward,26,0.0,16.0,0,0.0,9.0,10.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,377,14.5,0.0,55.0,0,0.0,0.0,2,0,20,9,1.0,2.0,6.0,0.0,0.35,0.0,47.0,22.0,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,hamstring injury,4-Dec-21,31-Dec-21
Maxwel Cornet,Forward,26,0.0,16.0,0,0.0,9.0,10.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,377,14.5,0.0,55.0,0,0.0,0.0,2,0,20,9,1.0,2.0,6.0,0.0,0.35,0.0,47.0,22.0,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,knee problems,22-Apr-22,5-May-22
Tom Davies,Midfielder,6,0.0,3.0,33%,0.0,3.0,2.0,8.0,3.0,0.0,9.0,11.0,10.0,2.0,3.0,2.0,0,81,13.5,0.0,0.0,0%,1.0,1.0,1,0,4,1,0.0,1.0,0.0,0.0,0.17,0.0,6.0,2.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2021/22,knee injury,19-Nov-21,30-Jun-22
Fabian Delph,Midfielder,11,0.0,18.0,83%,0.0,2.0,14.0,10.0,5.0,0.0,61.0,34.0,27.0,5.0,5.0,4.0,0,306,27.82,0.0,1.0,0%,2.0,28.0,2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2021/22,shoulder injury,27-Aug-21,25-Oct-21
Fabian Delph,Midfielder,11,0.0,18.0,83%,0.0,2.0,14.0,10.0,5.0,0.0,61.0,34.0,27.0,5.0,5.0,4.0,0,306,27.82,0.0,1.0,0%,2.0,28.0,2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2021/22,hamstring injury,21-Jan-22,5-Apr-22
Eric Dier,Defender,35,16.0,15.0,60%,0.0,3.0,27.0,141.0,91.0,1.0,131.0,95.0,76.0,1.0,70.0,54.0,0,"2,325",66.43,0.0,1.0,100%,5.0,128.0,1,0,12,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Thigh Problems,"Jan 3,2022","Jan 20,2022"
Eric Dier,Defender,35,16.0,15.0,60%,0.0,3.0,27.0,141.0,91.0,1.0,131.0,95.0,76.0,1.0,70.0,54.0,0,"2,325",66.43,0.0,1.0,100%,5.0,128.0,1,0,12,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Thigh Problems,"Feb 4,2022","Feb 15,2022"
Lucas Digne,Defender,29,7.0,46.0,63%,0.0,7.0,37.0,62.0,36.0,1.0,160.0,129.0,121.0,11.0,49.0,36.0,4,"1,109",38.24,0.0,172.0,24%,1.0,23.0,6,0,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Shoulder injury,9-Apr-22,25-Apr-22
Lucas Digne,Defender,29,7.0,46.0,63%,0.0,7.0,37.0,62.0,36.0,1.0,160.0,129.0,121.0,11.0,49.0,36.0,4,"1,109",38.24,0.0,172.0,24%,1.0,23.0,6,0,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Hamstring injury,14-Mar-22,21-Mar-22
Matt Doherty,Defender,15,2.0,18.0,67%,0.0,5.0,13.0,19.0,16.0,0.0,48.0,44.0,34.0,6.0,16.0,8.0,4,452,30.13,0.0,20.0,30%,4.0,14.0,0,0,11,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2021/22,Unknown injury,"Oct 13,2021","Oct 26,2021"
Matt Doherty,Defender,15,2.0,18.0,67%,0.0,5.0,13.0,19.0,16.0,0.0,48.0,44.0,34.0,6.0,16.0,8.0,4,452,30.13,0.0,20.0,30%,4.0,14.0,0,0,11,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2021/22,Internal ligament tear,"Apr 10,2022","Jul 10,2022"
Abdoulaye Doucouré,Midfielder,30,0.0,75.0,57%,0.0,13.0,28.0,30.0,14.0,0.0,213.0,147.0,156.0,21.0,35.0,37.0,4,"1,083",36.1,0.0,11.0,9%,3.0,31.0,6,0,39,2,0.0,2.0,0.0,1.0,0.07,0.0,34.0,11.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,stress reaction of the bone,17-Oct-21,28-Nov-21
Paul Dummett,Defender,3,0.0,7.0,43%,0.0,0.0,3.0,5.0,4.0,0.0,5.0,15.0,8.0,0.0,5.0,2.0,0,52,17.33,0.0,3.0,0%,0.0,1.0,2,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2021/22,Calf injury,28-Jul-21,1-Jan-22
Emerson Royal,Defender,31,5.0,72.0,65%,0.0,4.0,22.0,78.0,42.0,0.0,152.0,167.0,136.0,17.0,33.0,42.0,1,"1,136",36.65,0.0,74.0,24%,1.0,18.0,5,0,28,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2021/22,Unknown surgery,"Dec 3,2021","Dec 13,2021"
Emiliano Martínez,Goalkeeper,36,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,937,26.03,0.0,0.0,0,0.0,173.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,95.0,0.0,3.0,30.0,7.0,11.0,162.0,275.0,29.0,2021/22,Knee problems,20-May-22,29-May-22
Christian Eriksen,Midfielder,11,0.0,13.0,46%,0.0,7.0,9.0,12.0,10.0,0.0,69.0,29.0,37.0,8.0,5.0,6.0,4,544,49.45,0.0,86.0,38%,4.0,60.0,1,0,5,1,0.0,0.0,1.0,0.0,0.09,0.0,22.0,9.0,41%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2021/22,Fitness,31-Jan-22,25-Feb-22
Ryan Fraser,Midfielder,27,0.0,10.0,30%,0.0,8.0,11.0,8.0,5.0,0.0,61.0,40.0,54.0,1.0,5.0,22.0,3,386,14.3,0.0,88.0,38%,1.0,13.0,3,0,10,2,0.0,1.0,1.0,0.0,0.07,0.0,24.0,8.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Hamstring injury,8-Apr-22,9-May-22
Fred,Midfielder,28,0.0,63.0,43%,0.0,4.0,32.0,20.0,6.0,0.0,197.0,129.0,141.0,21.0,15.0,13.0,4,"1,343",47.96,0.0,3.0,33%,11.0,62.0,5,0,31,4,0.0,1.0,3.0,0.0,0.14,0.0,15.0,9.0,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2021/22,Coronavirus,7-Feb-22,14-Feb-22
Fred,Midfielder,28,0.0,63.0,43%,0.0,4.0,32.0,20.0,6.0,0.0,197.0,129.0,141.0,21.0,15.0,13.0,4,"1,343",47.96,0.0,3.0,33%,11.0,62.0,5,0,31,4,0.0,1.0,3.0,0.0,0.14,0.0,15.0,9.0,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2021/22,Hip flexor problems,9-Apr-22,30-Apr-22
Gabriel Magalhães,Defender,35,12.0,50.0,60%,3.0,4.0,13.0,109.0,61.0,0.0,178.0,147.0,78.0,4.0,55.0,39.0,0,"2,038",58.23,0.0,1.0,0%,3.0,88.0,6,1,23,5,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,Knee injury,6-Jul-21,25-Aug-21
Bryan Gil,Forward,9,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,6.22,0.0,6.0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2021/22,Hamstring injury,"Oct 25,2021","Nov 18,2021"
Bryan Gil,Forward,9,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,6.22,0.0,6.0,0,0.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2021/22,Coronavirus,"Dec 6,2021","Dec 23,2021"
Alex Iwobi,Forward,28,0.0,40.0,0,0.0,9.0,20.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,696,24.86,0.0,32.0,0,0.0,0.0,1,0,16,2,0.0,1.0,1.0,0.0,0.07,0.0,24.0,6.0,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,calf injury,1-Oct-21,13-Oct-21
Mathias Jensen,Midfielder,31,0.0,33.0,55%,0.0,5.0,22.0,11.0,3.0,0.0,100.0,61.0,100.0,15.0,7.0,16.0,1,706,22.77,0.0,79.0,39%,3.0,69.0,0,0,19,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Leg injury,7-Jul-21,31-Aug-21
Joelinton,Forward,35,0.0,72.0,0,0.0,14.0,34.0,47.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,911,26.03,0.0,22.0,0,0.0,0.0,8,0,64,4,1.0,1.0,2.0,1.0,0.11,0.0,45.0,14.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,Knock,7-Mar-22,15-Mar-22
Ezri Konsa,Defender,29,8.0,25.0,60%,0.0,2.0,15.0,82.0,36.0,0.0,105.0,125.0,71.0,6.0,58.0,42.0,0,"1,005",34.66,0.0,1.0,0%,0.0,33.0,4,2,18,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,Knee injury,15-May-22,10-Jul-22
Alexandre Lacazette,Forward,30,0.0,27.0,0,0.0,11.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,444,14.8,0.0,7.0,0,0.0,0.0,0,0,32,4,0.0,4.0,0.0,0.0,0.13,2.0,46.0,15.0,33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2021/22,Coronavirus,14-Apr-22,19-Apr-22
Jamaal Lascelles,Defender,26,2.0,15.0,47%,0.0,4.0,22.0,121.0,69.0,2.0,86.0,109.0,57.0,1.0,89.0,31.0,0,690,26.54,0.0,0.0,0%,0.0,35.0,5,0,17,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Ill,11-Feb-22,16-Feb-22
Giovani Lo Celso,Midfielder,9,0.0,8.0,50%,0.0,1.0,1.0,0.0,0.0,0.0,11.0,23.0,20.0,9.0,0.0,3.0,0,150,16.67,0.0,10.0,20%,0.0,6.0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Quarantine,"Sep 9,2021","Sep 17,2021"
Giovani Lo Celso,Midfielder,9,0.0,8.0,50%,0.0,1.0,1.0,0.0,0.0,0.0,11.0,23.0,20.0,9.0,0.0,3.0,0,150,16.67,0.0,10.0,20%,0.0,6.0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,Knee injury,"Nov 18,2021","Dec 15,2021"
Giovani Lo Celso,Midfielder,9,0.0,8.0,50%,0.0,1.0,1.0,0.0,0.0,0.0,11.0,23.0,20.0,9.0,0.0,3.0,0,150,16.67,0.0,10.0,20%,0.0,6.0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,Shin injury,"Dec 25,2021","Dec 30,2021"
Lucas Moura,Forward,34,0.0,25.0,0,0.0,9.0,18.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,725,21.32,0.0,33.0,0,0.0,0.0,4,0,20,2,1.0,1.0,0.0,3.0,0.06,0.0,37.0,12.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2021/22,Ankle sprain,"Sep 16,2021","Sep 23,2021"
Lucas Moura,Forward,34,0.0,25.0,0,0.0,9.0,18.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,725,21.32,0.0,33.0,0,0.0,0.0,4,0,20,2,1.0,1.0,0.0,3.0,0.06,0.0,37.0,12.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2021/22,Dead leg,"Feb 24,2022","Mar 23,2022"
Harry Maguire,Defender,30,6.0,34.0,62%,2.0,4.0,32.0,100.0,57.0,0.0,148.0,132.0,67.0,4.0,75.0,28.0,0,"1,563",52.1,0.0,2.0,0%,0.0,120.0,7,1,21,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Calf injury,25-Sep-21,15-Oct-21
Harry Maguire,Defender,30,6.0,34.0,62%,2.0,4.0,32.0,100.0,57.0,0.0,148.0,132.0,67.0,4.0,75.0,28.0,0,"1,563",52.1,0.0,2.0,0%,0.0,120.0,7,1,21,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Chest injury,1-Jan-22,14-Jan-22
Harry Maguire,Defender,30,6.0,34.0,62%,2.0,4.0,32.0,100.0,57.0,0.0,148.0,132.0,67.0,4.0,75.0,28.0,0,"1,563",52.1,0.0,2.0,0%,0.0,120.0,7,1,21,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Knee problems,26-Apr-22,3-May-22
Anthony Martial,Forward,8,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,82,10.25,0.0,4.0,0,0.0,0.0,0,0,0,1,0.0,1.0,0.0,0.0,0.13,0.0,5.0,3.0,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Fitness,15-Oct-21,29-Oct-21
Anthony Martial,Forward,8,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,82,10.25,0.0,4.0,0,0.0,0.0,0,0,0,1,0.0,1.0,0.0,0.0,0.13,0.0,5.0,3.0,60%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2021/22,Knee injury,4-Dec-21,13-Dec-21
Nemanja Matic,Midfielder,23,0.0,31.0,58%,0.0,1.0,31.0,18.0,12.0,0.0,124.0,79.0,84.0,17.0,28.0,17.0,4,"1,039",45.17,0.0,6.0,33%,6.0,51.0,3,0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,17%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2021/22,Shin injury,10-Feb-22,18-Feb-22
Ben Mee,Defender,21,6.0,26.0,46%,1.0,3.0,24.0,92.0,51.0,1.0,132.0,105.0,58.0,4.0,68.0,41.0,0,751,35.76,0.0,4.0,25%,0.0,89.0,3,0,9,3,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2021/22,hairline fracture,1-Mar-22,30-Jun-22
Yerry Mina,Defender,13,2.0,12.0,83%,0.0,0.0,11.0,37.0,29.0,1.0,45.0,51.0,25.0,0.0,30.0,16.0,0,356,27.38,0.0,3.0,33%,0.0,22.0,3,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2021/22,thigh problems,22-Oct-21,30-Nov-21
Yerry Mina,Defender,13,2.0,12.0,83%,0.0,0.0,11.0,37.0,29.0,1.0,45.0,51.0,25.0,0.0,30.0,16.0,0,356,27.38,0.0,3.0,33%,0.0,22.0,3,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2021/22,hamstring injury,8-Feb-22,11-Apr-22
Marvelous Nakamba,Midfielder,16,0.0,32.0,59%,0.0,0.0,12.0,15.0,6.0,0.0,82.0,64.0,63.0,14.0,9.0,14.0,0,384,24.0,0.0,1.0,0%,1.0,13.0,5,0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2021/22,Knee injury,11-Dec-21,31-Mar-22
Frank Onyeka,Midfielder,20,0.0,25.0,68%,0.0,5.0,14.0,13.0,5.0,0.0,69.0,76.0,93.0,11.0,16.0,21.0,0,313,15.65,0.0,12.0,8%,0.0,11.0,4,0,33,0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5.0,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,Ankle injury,25-Mar-22,16-May-22
Thomas Partey,Midfielder,24,0.0,43.0,67%,0.0,14.0,23.0,34.0,11.0,0.0,153.0,118.0,109.0,35.0,24.0,26.0,1,"1,205",50.21,0.0,3.0,0%,9.0,72.0,5,0,33,2,1.0,0.0,0.0,2.0,0.08,0.0,44.0,10.0,23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2021/22,Ankle injury,29-Jul-21,30-Aug-21
Thomas Partey,Midfielder,24,0.0,43.0,67%,0.0,14.0,23.0,34.0,11.0,0.0,153.0,118.0,109.0,35.0,24.0,26.0,1,"1,205",50.21,0.0,3.0,0%,9.0,72.0,5,0,33,2,1.0,0.0,0.0,2.0,0.08,0.0,44.0,10.0,23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2021/22,Knock,4-Apr-22,25-Jul-22
Jordan Pickford,Goalkeeper,35,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"1,021",29.17,0.0,0.0,0,0.0,286.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,117.0,0.0,22.0,19.0,6.0,17.0,119.0,267.0,27.0,2021/22,shoulder injury,13-Sep-21,27-Sep-21
Erik Pieters,Defender,12,4.0,28.0,54%,0.0,3.0,10.0,37.0,24.0,0.0,53.0,48.0,36.0,3.0,12.0,7.0,1,254,21.17,0.0,14.0,14%,1.0,14.0,1,0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2021/22,knee injury,26-Feb-22,2-May-22
Paul Pogba,Midfielder,20,0.0,13.0,69%,0.0,9.0,13.0,16.0,11.0,0.0,98.0,116.0,122.0,39.0,36.0,20.0,9,877,43.85,0.0,12.0,25%,8.0,73.0,7,1,39,1,0.0,1.0,0.0,0.0,0.05,0.0,32.0,8.0,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Hamstring injury,8-Nov-21,3-Feb-22
Paul Pogba,Midfielder,20,0.0,13.0,69%,0.0,9.0,13.0,16.0,11.0,0.0,98.0,116.0,122.0,39.0,36.0,20.0,9,877,43.85,0.0,12.0,25%,8.0,73.0,7,1,39,1,0.0,1.0,0.0,0.0,0.05,0.0,32.0,8.0,25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2021/22,Calf injury,18-Apr-22,23-May-22
Nick Pope,Goalkeeper,36,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,929,25.81,0.0,0.0,0,0.0,331.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,121.0,0.0,16.0,42.0,4.0,28.0,147.0,283.0,29.0,2021/22,Coronavirus,29-Dec-21,6-Jan-22
Marcus Rashford,Forward,25,0.0,6.0,0,0.0,5.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,393,15.72,0.0,22.0,0,0.0,0.0,2,0,13,4,0.0,4.0,0.0,0.0,0.16,0.0,22.0,12.0,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2021/22,Shoulder injury,14-Jul-21,15-Oct-21
Marcus Rashford,Forward,25,0.0,6.0,0,0.0,5.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,393,15.72,0.0,22.0,0,0.0,0.0,2,0,13,4,0.0,4.0,0.0,0.0,0.16,0.0,22.0,12.0,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,Dead leg,13-Jan-22,17-Jan-22
Marcus Rashford,Forward,25,0.0,6.0,0,0.0,5.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,393,15.72,0.0,22.0,0,0.0,0.0,2,0,13,4,0.0,4.0,0.0,0.0,0.16,0.0,22.0,12.0,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2021/22,bronchitis,4-May-22,19-May-22
David Raya,Goalkeeper,24,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,960,40.0,0.0,0.0,0,0.0,259.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,78.0,0.0,7.0,27.0,7.0,16.0,118.0,202.0,26.0,2021/22,Knee injury,25-Oct-21,4-Feb-22
Richarlison,Forward,30,0.0,40.0,0,0.0,26.0,12.0,33.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,524,17.47,0.0,38.0,0,0.0,0.0,9,0,36,10,2.0,6.0,2.0,2.0,0.33,3.0,72.0,23.0,32%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2021/22,Calf injury,"Oct 15,2022","Nov 8,2022"
